method;uri;name;controller;action;middleware;domaine;type;statut
GET;/activity-handler/hierarchy/{id?};activity-handler.hierarchy;ActivityController;hierarchy;"web Authenticate";D01;action;à-porter
GET;/activity-handler/list;activity-handler.list;ActivityController;list;"web Authenticate";D01;action;à-porter
GET;/settings/activities/export/excel;activities.export.excel;ActivityController;exportExcel;"web Authenticate";D01;export;à-porter
GET;/settings/activities/export/pdf;activities.export.pdf;ActivityController;exportPdf;"web Authenticate";D01;export;à-porter
GET;/tools;;ActivityController;index;"web Authenticate";D01;crud;à-porter
GET;/tools/activities;activities.index;ActivityController;index;"web Authenticate";D01;crud;à-porter
POST;/tools/activities;activities.store;ActivityController;store;"web Authenticate";D01;crud;à-porter
GET;/tools/activities/create;activities.create;ActivityController;create;"web Authenticate";D01;vue;abandonné
GET;/tools/activities/{activity};activities.show;ActivityController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/activities/{activity};activities.update;ActivityController;update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/activities/{activity};activities.destroy;ActivityController;destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/activities/{activity}/edit;activities.edit;ActivityController;edit;"web Authenticate";D01;vue;abandonné
GET;/repositories/author-contact;author-contact.index;AuthorContactController;index;"web Authenticate";D01;crud;à-porter
POST;/repositories/author-contact;author-contact.store;AuthorContactController;store;"web Authenticate";D01;crud;à-porter
GET;/repositories/author-contact/create;author-contact.create;AuthorContactController;create;"web Authenticate";D01;vue;abandonné
GET;/repositories/author-contact/{author_contact};author-contact.show;AuthorContactController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/repositories/author-contact/{author_contact};author-contact.update;AuthorContactController;update;"web Authenticate";D01;crud;à-porter
DELETE;/repositories/author-contact/{author_contact};author-contact.destroy;AuthorContactController;destroy;"web Authenticate";D01;crud;à-porter
GET;/repositories/author-contact/{author_contact}/edit;author-contact.edit;AuthorContactController;edit;"web Authenticate";D01;vue;abandonné
GET;/repositories/authors/{author}/contacts/create;author-contact.create.for-author;AuthorContactController;create;"web Authenticate";D01;vue;abandonné
GET;/api/author-types;;AuthorController;authorTypesApi;"web Authenticate";D01;action;à-porter
GET;/api/authors;;AuthorController;indexApi;"web Authenticate";D01;action;à-porter
POST;/api/authors;;AuthorController;storeApi;"web Authenticate";D01;action;à-porter
GET;/tools/communicabilities;communicabilities.index;CommunicabilityController;index;"web Authenticate";D01;crud;à-porter
POST;/tools/communicabilities;communicabilities.store;CommunicabilityController;store;"web Authenticate";D01;crud;à-porter
GET;/tools/communicabilities/create;communicabilities.create;CommunicabilityController;create;"web Authenticate";D01;vue;abandonné
GET;/tools/communicabilities/{communicability};communicabilities.show;CommunicabilityController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/communicabilities/{communicability};communicabilities.update;CommunicabilityController;update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/communicabilities/{communicability};communicabilities.destroy;CommunicabilityController;destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/communicabilities/{communicability}/edit;communicabilities.edit;CommunicabilityController;edit;"web Authenticate";D01;vue;abandonné
GET;/external/contacts;external.contacts.index;ExternalContactController;index;"web Authenticate";D01;crud;à-porter
POST;/external/contacts;external.contacts.store;ExternalContactController;store;"web Authenticate";D01;crud;à-porter
GET;/external/contacts/create;external.contacts.create;ExternalContactController;create;"web Authenticate";D01;vue;abandonné
GET;/external/contacts/{contact};external.contacts.show;ExternalContactController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/external/contacts/{contact};external.contacts.update;ExternalContactController;update;"web Authenticate";D01;crud;à-porter
DELETE;/external/contacts/{contact};external.contacts.destroy;ExternalContactController;destroy;"web Authenticate";D01;crud;à-porter
GET;/external/contacts/{contact}/edit;external.contacts.edit;ExternalContactController;edit;"web Authenticate";D01;vue;abandonné
GET;/external/organizations;external.organizations.index;ExternalOrganizationController;index;"web Authenticate";D01;crud;à-porter
POST;/external/organizations;external.organizations.store;ExternalOrganizationController;store;"web Authenticate";D01;crud;à-porter
GET;/external/organizations/create;external.organizations.create;ExternalOrganizationController;create;"web Authenticate";D01;vue;abandonné
GET;/external/organizations/{organization};external.organizations.show;ExternalOrganizationController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/external/organizations/{organization};external.organizations.update;ExternalOrganizationController;update;"web Authenticate";D01;crud;à-porter
DELETE;/external/organizations/{organization};external.organizations.destroy;ExternalOrganizationController;destroy;"web Authenticate";D01;crud;à-porter
GET;/external/organizations/{organization}/edit;external.organizations.edit;ExternalOrganizationController;edit;"web Authenticate";D01;vue;abandonné
GET;/repositories/keywords;keywords.index;KeywordController;index;"web Authenticate";D01;crud;à-porter
POST;/repositories/keywords;keywords.store;KeywordController;store;"web Authenticate";D01;crud;à-porter
POST;/repositories/keywords/process;keywords.process;KeywordController;processKeywords;"web Authenticate";D01;action;à-porter
GET;/repositories/keywords/search;keywords.search;KeywordController;search;"web Authenticate";D01;action;à-porter
PUT;/repositories/keywords/{keyword};keywords.update;KeywordController;update;"web Authenticate";D01;crud;à-porter
DELETE;/repositories/keywords/{keyword};keywords.destroy;KeywordController;destroy;"web Authenticate";D01;crud;à-porter
GET;/language/{locale};language.switch;LanguageController;switch;"web Authenticate";D01;action;à-porter
GET;/settings/languages;languages.index;LanguageController;index;"web Authenticate";D01;crud;à-porter
POST;/settings/languages;languages.store;LanguageController;store;"web Authenticate";D01;crud;à-porter
GET;/settings/languages/create;languages.create;LanguageController;create;"web Authenticate";D01;vue;abandonné
GET;/settings/languages/{language};languages.show;LanguageController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/settings/languages/{language};languages.update;LanguageController;update;"web Authenticate";D01;crud;à-porter
DELETE;/settings/languages/{language};languages.destroy;LanguageController;destroy;"web Authenticate";D01;crud;à-porter
GET;/settings/languages/{language}/edit;languages.edit;LanguageController;edit;"web Authenticate";D01;vue;abandonné
GET;/tools/laws/{law}/Articles;laws.Articles.index;LawArticleController;index;"web Authenticate";D01;crud;à-porter
POST;/tools/laws/{law}/Articles;laws.Articles.store;LawArticleController;store;"web Authenticate";D01;crud;à-porter
GET;/tools/laws/{law}/Articles/create;laws.Articles.create;LawArticleController;create;"web Authenticate";D01;vue;abandonné
GET;/tools/laws/{law}/Articles/{Article};laws.Articles.show;LawArticleController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/laws/{law}/Articles/{Article};laws.Articles.update;LawArticleController;update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/laws/{law}/Articles/{Article};laws.Articles.destroy;LawArticleController;destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/laws/{law}/Articles/{Article}/edit;laws.Articles.edit;LawArticleController;edit;"web Authenticate";D01;vue;abandonné
GET;/tools/laws;laws.index;LawController;index;"web Authenticate";D01;crud;à-porter
POST;/tools/laws;laws.store;LawController;store;"web Authenticate";D01;crud;à-porter
GET;/tools/laws/create;laws.create;LawController;create;"web Authenticate";D01;vue;abandonné
GET;/tools/laws/{law};laws.show;LawController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/laws/{law};laws.update;LawController;update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/laws/{law};laws.destroy;LawController;destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/laws/{law}/edit;laws.edit;LawController;edit;"web Authenticate";D01;vue;abandonné
GET;/settings/categories;settings.categories.index;SettingCategoryController;index;"web Authenticate";D01;crud;à-porter
POST;/settings/categories;settings.categories.store;SettingCategoryController;store;"web Authenticate";D01;crud;à-porter
GET;/settings/categories/create;settings.categories.create;SettingCategoryController;create;"web Authenticate";D01;vue;abandonné
GET;/settings/categories/tree;settings.categories.tree;SettingCategoryController;tree;"web Authenticate";D01;action;à-porter
GET;/settings/categories/{category};settings.categories.show;SettingCategoryController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/settings/categories/{category};settings.categories.update;SettingCategoryController;update;"web Authenticate";D01;crud;à-porter
DELETE;/settings/categories/{category};settings.categories.destroy;SettingCategoryController;destroy;"web Authenticate";D01;crud;à-porter
GET;/settings/categories/{category}/edit;settings.categories.edit;SettingCategoryController;edit;"web Authenticate";D01;vue;abandonné
GET;/settings/categories/{id}/settings;settings.categories.settings;SettingCategoryController;getSettings;"web Authenticate";D01;action;à-porter
GET;/settings;settings.home;SettingController;home;"web Authenticate";D01;action;à-porter
GET;/settings/definitions;settings.definitions.index;SettingController;index;"web Authenticate";D01;crud;à-porter
POST;/settings/definitions;settings.definitions.store;SettingController;store;"web Authenticate";D01;crud;à-porter
GET;/settings/definitions/create;settings.definitions.create;SettingController;create;"web Authenticate";D01;vue;abandonné
GET;/settings/definitions/{definition};settings.definitions.show;SettingController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/settings/definitions/{definition};settings.definitions.update;SettingController;update;"web Authenticate";D01;crud;à-porter
DELETE;/settings/definitions/{definition};settings.definitions.destroy;SettingController;destroy;"web Authenticate";D01;crud;à-porter
GET;/settings/definitions/{definition}/edit;settings.definitions.edit;SettingController;edit;"web Authenticate";D01;vue;abandonné
DELETE;/settings/definitions/{id}/reset-value;settings.definitions.reset-value;SettingController;resetValue;"web Authenticate";D01;action;à-porter
POST;/settings/definitions/{id}/set-value;settings.definitions.set-value;SettingController;setValue;"web Authenticate";D01;action;à-porter
GET;/settings/reference-lists;settings.reference-lists.index;"Settings\ReferenceListController";index;"web Authenticate";D01;crud;à-porter
POST;/settings/reference-lists;settings.reference-lists.store;"Settings\ReferenceListController";store;"web Authenticate";D01;crud;à-porter
GET;/settings/reference-lists/create;settings.reference-lists.create;"Settings\ReferenceListController";create;"web Authenticate";D01;vue;abandonné
POST;/settings/reference-lists/{referenceList}/values;settings.reference-lists.values.store;"Settings\ReferenceListController";addValue;"web Authenticate";D01;action;à-porter
PUT;/settings/reference-lists/{referenceList}/values/{value};settings.reference-lists.values.update;"Settings\ReferenceListController";updateValue;"web Authenticate";D01;action;à-porter
DELETE;/settings/reference-lists/{referenceList}/values/{value};settings.reference-lists.values.destroy;"Settings\ReferenceListController";deleteValue;"web Authenticate";D01;action;à-porter
GET;/settings/reference-lists/{reference_list};settings.reference-lists.show;"Settings\ReferenceListController";show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/settings/reference-lists/{reference_list};settings.reference-lists.update;"Settings\ReferenceListController";update;"web Authenticate";D01;crud;à-porter
DELETE;/settings/reference-lists/{reference_list};settings.reference-lists.destroy;"Settings\ReferenceListController";destroy;"web Authenticate";D01;crud;à-porter
GET;/settings/reference-lists/{reference_list}/edit;settings.reference-lists.edit;"Settings\ReferenceListController";edit;"web Authenticate";D01;vue;abandonné
GET;/tools/reference-lists;tools.reference-lists.index;"Settings\ReferenceListController";index;"web Authenticate";D01;crud;à-porter
POST;/tools/reference-lists;tools.reference-lists.store;"Settings\ReferenceListController";store;"web Authenticate";D01;crud;à-porter
GET;/tools/reference-lists/create;tools.reference-lists.create;"Settings\ReferenceListController";create;"web Authenticate";D01;vue;abandonné
POST;/tools/reference-lists/{referenceList}/values;tools.reference-lists.values.store;"Settings\ReferenceListController";addValue;"web Authenticate";D01;action;à-porter
PUT;/tools/reference-lists/{referenceList}/values/{value};tools.reference-lists.values.update;"Settings\ReferenceListController";updateValue;"web Authenticate";D01;action;à-porter
DELETE;/tools/reference-lists/{referenceList}/values/{value};tools.reference-lists.values.destroy;"Settings\ReferenceListController";deleteValue;"web Authenticate";D01;action;à-porter
GET;/tools/reference-lists/{reference_list};tools.reference-lists.show;"Settings\ReferenceListController";show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/reference-lists/{reference_list};tools.reference-lists.update;"Settings\ReferenceListController";update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/reference-lists/{reference_list};tools.reference-lists.destroy;"Settings\ReferenceListController";destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/reference-lists/{reference_list}/edit;tools.reference-lists.edit;"Settings\ReferenceListController";edit;"web Authenticate";D01;vue;abandonné
GET;/settings/sorts;sorts.index;SortController;index;"web Authenticate";D01;crud;à-porter
POST;/settings/sorts;sorts.store;SortController;store;"web Authenticate";D01;crud;à-porter
GET;/settings/sorts/create;sorts.create;SortController;create;"web Authenticate";D01;vue;abandonné
GET;/settings/sorts/{sort};sorts.show;SortController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/settings/sorts/{sort};sorts.update;SortController;update;"web Authenticate";D01;crud;à-porter
DELETE;/settings/sorts/{sort};sorts.destroy;SortController;destroy;"web Authenticate";D01;crud;à-porter
GET;/settings/sorts/{sort}/edit;sorts.edit;SortController;edit;"web Authenticate";D01;vue;abandonné
GET;/tools/sorts;tools.sorts.index;SortController;index;"web Authenticate";D01;crud;à-porter
POST;/tools/sorts;tools.sorts.store;SortController;store;"web Authenticate";D01;crud;à-porter
GET;/tools/sorts/create;tools.sorts.create;SortController;create;"web Authenticate";D01;vue;abandonné
GET;/tools/sorts/{sort};tools.sorts.show;SortController;show;"web Authenticate";D01;crud;à-porter
PUT|PATCH;/tools/sorts/{sort};tools.sorts.update;SortController;update;"web Authenticate";D01;crud;à-porter
DELETE;/tools/sorts/{sort};tools.sorts.destroy;SortController;destroy;"web Authenticate";D01;crud;à-porter
GET;/tools/sorts/{sort}/edit;tools.sorts.edit;SortController;edit;"web Authenticate";D01;vue;abandonné
GET;/api/v1/metadata/all;api.v1.metadata.all;"Api\MetadataApiController";getAllMetadata;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/metadata/document-types/{typeId};api.v1.metadata.document-types;"Api\MetadataApiController";getDocumentTypeMetadata;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/metadata/folder-types/{typeId};api.v1.metadata.folder-types;"Api\MetadataApiController";getFolderTypeMetadata;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-documents;api.v1.digital-documents.index;"Api\RecordDigitalDocumentApiController";index;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
POST;/api/v1/digital-documents;api.v1.digital-documents.store;"Api\RecordDigitalDocumentApiController";store;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
GET;/api/v1/digital-documents-search;api.v1.digital-documents.search;"Api\RecordDigitalDocumentApiController";search;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-documents/{digital_document};api.v1.digital-documents.show;"Api\RecordDigitalDocumentApiController";show;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
PUT|PATCH;/api/v1/digital-documents/{digital_document};api.v1.digital-documents.update;"Api\RecordDigitalDocumentApiController";update;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
DELETE;/api/v1/digital-documents/{digital_document};api.v1.digital-documents.destroy;"Api\RecordDigitalDocumentApiController";destroy;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
POST;/api/v1/digital-documents/{id}/approve;api.v1.digital-documents.approve;"Api\RecordDigitalDocumentApiController";approve;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-documents/{id}/download;api.v1.digital-documents.download;"Api\RecordDigitalDocumentApiController";download;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;export;à-porter
POST;/api/v1/digital-documents/{id}/reject;api.v1.digital-documents.reject;"Api\RecordDigitalDocumentApiController";reject;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
POST;/api/v1/digital-documents/{id}/submit;api.v1.digital-documents.submit;"Api\RecordDigitalDocumentApiController";submitForApproval;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
POST;/api/v1/digital-documents/{id}/versions;api.v1.digital-documents.create-version;"Api\RecordDigitalDocumentApiController";createVersion;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-documents/{id}/versions;api.v1.digital-documents.versions;"Api\RecordDigitalDocumentApiController";versions;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-folders;api.v1.digital-folders.index;"Api\RecordDigitalFolderApiController";index;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
POST;/api/v1/digital-folders;api.v1.digital-folders.store;"Api\RecordDigitalFolderApiController";store;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
GET;/api/v1/digital-folders-roots;api.v1.digital-folders.roots;"Api\RecordDigitalFolderApiController";roots;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-folders-tree;api.v1.digital-folders.tree;"Api\RecordDigitalFolderApiController";tree;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-folders/{digital_folder};api.v1.digital-folders.show;"Api\RecordDigitalFolderApiController";show;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
PUT|PATCH;/api/v1/digital-folders/{digital_folder};api.v1.digital-folders.update;"Api\RecordDigitalFolderApiController";update;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
DELETE;/api/v1/digital-folders/{digital_folder};api.v1.digital-folders.destroy;"Api\RecordDigitalFolderApiController";destroy;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
GET;/api/v1/digital-folders/{id}/ancestors;api.v1.digital-folders.ancestors;"Api\RecordDigitalFolderApiController";ancestors;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
POST;/api/v1/digital-folders/{id}/move;api.v1.digital-folders.move;"Api\RecordDigitalFolderApiController";move;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/digital-folders/{id}/statistics;api.v1.digital-folders.statistics;"Api\RecordDigitalFolderApiController";statistics;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/records/search;api.records.search;"Api\RecordSearchController";search;"web Authenticate";D02;action;à-porter
POST;/repositories/attachments/upload-temp;attachments.upload-temp;RecordAttachmentController;uploadTemp;"web Authenticate";D02;upload;à-porter
GET;/repositories/records/{record}/attachments;records.attachments.index;RecordAttachmentController;index;"web Authenticate";D02;crud;à-porter
POST;/repositories/records/{record}/attachments;records.attachments.store;RecordAttachmentController;store;"web Authenticate";D02;crud;à-porter
GET;/repositories/records/{record}/attachments/create;records.attachments.create;RecordAttachmentController;create;"web Authenticate";D02;vue;abandonné
GET;/repositories/records/{record}/attachments/{attachment};records.attachments.show;RecordAttachmentController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/repositories/records/{record}/attachments/{attachment};records.attachments.update;RecordAttachmentController;update;"web Authenticate";D02;crud;à-porter
DELETE;/repositories/records/{record}/attachments/{attachment};records.attachments.destroy;RecordAttachmentController;destroy;"web Authenticate";D02;crud;à-porter
GET;/repositories/records/{record}/attachments/{attachment}/edit;records.attachments.edit;RecordAttachmentController;edit;"web Authenticate";D02;vue;abandonné
GET;/repositories/upload-diagnostics;upload.diagnostics;RecordAttachmentController;diagnostics;"web Authenticate";D02;action;à-porter
GET;/author-handler;author-handler.index.index;RecordAuthorController;index;"web Authenticate";D02;crud;à-porter
POST;/author-handler;author-handler.index.store;RecordAuthorController;store;"web Authenticate";D02;crud;à-porter
GET;/author-handler/create;author-handler.index.create;RecordAuthorController;create;"web Authenticate";D02;vue;abandonné
GET;/author-handler/list;author-handler.list;RecordAuthorController;list;"web Authenticate";D02;action;à-porter
GET;/author-handler/list/types;author-handler.types;RecordAuthorController;getAuthorTypes;"web Authenticate";D02;action;à-porter
GET;/author-handler/select-modal;author-handler.select-modal;RecordAuthorController;selectModal;"web Authenticate";D02;action;à-porter
POST;/author-handler/store;author-handler.store;RecordAuthorController;storeAjax;"web Authenticate";D02;action;à-porter
GET;/author-handler/{};author-handler.index.show;RecordAuthorController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/author-handler/{};author-handler.index.update;RecordAuthorController;update;"web Authenticate";D02;crud;à-porter
DELETE;/author-handler/{};author-handler.index.destroy;RecordAuthorController;destroy;"web Authenticate";D02;crud;à-porter
GET;/author-handler/{}/edit;author-handler.index.edit;RecordAuthorController;edit;"web Authenticate";D02;vue;abandonné
GET;/repositories/authors;record-author.index;RecordAuthorController;index;"web Authenticate";D02;crud;à-porter
POST;/repositories/authors;record-author.store;RecordAuthorController;store;"web Authenticate";D02;crud;à-porter
GET;/repositories/authors/create;record-author.create;RecordAuthorController;create;"web Authenticate";D02;vue;abandonné
GET;/repositories/authors/list;record-author.list;RecordAuthorController;list;"web Authenticate";D02;action;à-porter
GET;/repositories/authors/{author};record-author.show;RecordAuthorController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/repositories/authors/{author};record-author.update;RecordAuthorController;update;"web Authenticate";D02;crud;à-porter
DELETE;/repositories/authors/{author};record-author.destroy;RecordAuthorController;destroy;"web Authenticate";D02;crud;à-porter
GET;/repositories/authors/{author}/edit;record-author.edit;RecordAuthorController;edit;"web Authenticate";D02;vue;abandonné
GET;/repositories/records/{record}/child;record-child.index;RecordChildController;index;"web Authenticate";D02;crud;à-porter
POST;/repositories/records/{record}/child;record-child.store;RecordChildController;store;"web Authenticate";D02;crud;à-porter
GET;/repositories/records/{record}/child/create;record-child.create;RecordChildController;create;"web Authenticate";D02;vue;abandonné
GET;/repositories/records/{record}/child/{child};record-child.show;RecordChildController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/repositories/records/{record}/child/{child};record-child.update;RecordChildController;update;"web Authenticate";D02;crud;à-porter
DELETE;/repositories/records/{record}/child/{child};record-child.destroy;RecordChildController;destroy;"web Authenticate";D02;crud;à-porter
GET;/repositories/records/{record}/child/{child}/edit;record-child.edit;RecordChildController;edit;"web Authenticate";D02;vue;abandonné
POST;/repositories/records/container/insert;record-container-insert;RecordContainerController;store;"web Authenticate";D02;crud;à-porter
POST;/repositories/records/container/remove;record-container-remove;RecordContainerController;destroy;"web Authenticate";D02;crud;à-porter
GET;/repositories;;RecordController;index;"web Authenticate";D02;crud;à-porter
GET;/repositories/physical;records.physical;RecordController;indexPhysical;"web Authenticate";D02;action;à-porter
GET;/repositories/records;records.index;RecordController;index;"web Authenticate";D02;crud;à-porter
POST;/repositories/records;records.store;RecordController;store;"web Authenticate";D02;crud;à-porter
POST;/repositories/records/bulk-communicate;records.bulk-communicate;RecordController;bulkCommunicate;"web Authenticate";D02;action;à-porter
POST;/repositories/records/bulk-export;records.bulk-export;RecordController;bulkExport;"web Authenticate";D02;action;à-porter
POST;/repositories/records/bulk-print;records.bulk-print;RecordController;bulkPrint;"web Authenticate";D02;action;à-porter
POST;/repositories/records/bulk-transfer;records.bulk-transfer;RecordController;bulkTransfer;"web Authenticate";D02;action;à-porter
GET;/repositories/records/create;records.create;RecordController;create;"web Authenticate";D02;vue;abandonné
GET;/repositories/records/terms/autocomplete;records.terms.autocomplete;RecordController;autocompleteTerms;"web Authenticate";D02;action;à-porter
GET;/repositories/records/tree/data;records.tree;RecordController;tree;"web Authenticate";D02;action;à-porter
GET;/repositories/records/tree/view;records.tree.view;RecordController;treeView;"web Authenticate";D02;action;à-porter
GET;/repositories/records/type-metadata-fields;records.type-metadata-fields;RecordController;typeMetadataFields;"web Authenticate";D02;action;à-porter
GET;/repositories/records/{record};records.show;RecordController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/repositories/records/{record};records.update;RecordController;update;"web Authenticate";D02;crud;à-porter
DELETE;/repositories/records/{record};records.destroy;RecordController;destroy;"web Authenticate";D02;crud;à-porter
POST;/repositories/records/{record}/add-medium;records.add-medium;RecordController;addMedium;"web Authenticate";D02;action;à-porter
GET;/repositories/records/{record}/edit;records.edit;RecordController;edit;"web Authenticate";D02;vue;abandonné
DELETE;/repositories/records/{record}/mediums/{medium};records.remove-medium;RecordController;removeMedium;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/mediums/{medium}/cancel-checkout;records.mediums.cancel-checkout;RecordController;cancelCheckout;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/mediums/{medium}/checkin;records.mediums.checkin;RecordController;checkin;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/mediums/{medium}/checkout;records.mediums.checkout;RecordController;checkout;"web Authenticate";D02;action;à-porter
GET;/repositories/records/{record}/mediums/{medium}/download;records.mediums.download;RecordController;download;"web Authenticate";D02;export;à-porter
POST;/repositories/records/{record}/mediums/{medium}/revoke-signature;records.mediums.revoke-signature;RecordController;revokeSignature;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/mediums/{medium}/sign;records.mediums.sign;RecordController;sign;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/mediums/{medium}/verify-signature;records.mediums.verify-signature;RecordController;verifySignature;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/move;records.move;RecordController;move;"web Authenticate";D02;action;à-porter
POST;/repositories/records/{record}/versions;records.create-version;RecordController;createVersion;"web Authenticate";D02;action;à-porter
GET;/repositories/records/{record}/versions;records.versions;RecordController;versions;"web Authenticate";D02;action;à-porter
GET;/repositories/search;records.search;RecordController;search;"web Authenticate";D02;action;à-porter
POST;/api/v1/record-digital-transfer;api.v1.record-digital-transfer.store;RecordDigitalTransferController;store;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;crud;à-porter
DELETE;/api/v1/record-digital-transfer/cancel;api.v1.record-digital-transfer.cancel;RecordDigitalTransferController;cancel;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/api/v1/record-digital-transfer/form;api.v1.record-digital-transfer.form;RecordDigitalTransferController;showTransferForm;"api Authenticate:sanctum RateLimitMiddleware:api_general,200,60";D02;action;à-porter
GET;/repositories/records/drag-drop;records.drag-drop;RecordDragDropController;dragDropForm;"web Authenticate";D02;action;à-porter
POST;/repositories/records/drag-drop;records.drag-drop.process;RecordDragDropController;processDragDrop;"web Authenticate";D02;action;à-porter
GET;/record-reactivations;record-reactivations.index;RecordReactivationController;index;"web Authenticate";D02;crud;à-porter
POST;/record-reactivations;record-reactivations.store;RecordReactivationController;store;"web Authenticate";D02;crud;à-porter
GET;/record-reactivations/create/{record};record-reactivations.create;RecordReactivationController;create;"web Authenticate";D02;vue;abandonné
POST;/record-reactivations/{reactivation}/approve;record-reactivations.approve;RecordReactivationController;approve;"web Authenticate";D02;action;à-porter
POST;/record-reactivations/{reactivation}/reject;record-reactivations.reject;RecordReactivationController;reject;"web Authenticate";D02;action;à-porter
GET;/settings/record-statuses;record-statuses.index;RecordStatusController;index;"web Authenticate";D02;crud;à-porter
POST;/settings/record-statuses;record-statuses.store;RecordStatusController;store;"web Authenticate";D02;crud;à-porter
GET;/settings/record-statuses/create;record-statuses.create;RecordStatusController;create;"web Authenticate";D02;vue;abandonné
GET;/settings/record-statuses/{record_status};record-statuses.show;RecordStatusController;show;"web Authenticate";D02;crud;à-porter
PUT|PATCH;/settings/record-statuses/{record_status};record-statuses.update;RecordStatusController;update;"web Authenticate";D02;crud;à-porter
DELETE;/settings/record-statuses/{record_status};record-statuses.destroy;RecordStatusController;destroy;"web Authenticate";D02;crud;à-porter
GET;/settings/record-statuses/{record_status}/edit;record-statuses.edit;RecordStatusController;edit;"web Authenticate";D02;vue;abandonné
GET;/tools/record-statuses;tools.record-statuses.index;RecordStatusController;index;"web Authenticate";D02;crud;à-porter
